"anio_ingreso_universidad","sexo","edad","anio_egreso_secundaria","semestre_actual","beca_rendimiento","transporte_universidad","horas_estudio_dia","frecuencia_estudio_dia","modalidad_aprendizaje","smartphone","computadora_personal","horas_redes_sociales","nivel_ingles","asistencia_promedio","riesgo_academico","suspension_academica","tutorias_docentes","habilidades","horas_habilidades_dia","area_interes","estado_sentimental","actividades_extracurriculares","con_quien_vives","problemas_salud","discapacidad_fisica","creditos_completados","ingreso_familiar_anual","horas_clases_semanales","horas_sueno_dia","horas_ejercicio_semanal","tipo_transporte","horas_transporte_total","horas_trabajo_semanal","nota_semestre"
"2020","0","22","2019","8","1","0","2","1","0","1","1","4","2","100","0","0","0","42","2","20","5","1","1","0","0","113","170000","22","9","5","1","5","5","11.60"
"2020","0","25","2019","11","0","0","3","3","1","1","1","1","2","35","0","0","0","26","2","13","4","0","0","0","0","143","170000","22","7","2","3","5","0","7.85"
"2021","0","20","2020","8","1","0","3","3","0","1","1","3","1","100","1","0","0","2","4","9","5","1","1","0","0","100","190000","24","8","4","1","5","5","14.25"
"2020","1","21","2020","10","0","0","3","2","0","1","1","1","1","68","0","0","0","26","4","13","3","0","1","0","0","137","190000","22","8","3","1","7","0","13.70"
"2020","0","22","2020","7","0","0","3","2","0","1","1","7","1","100","0","1","0","52","3","20","5","1","0","0","0","107","235000","19","7","3","3","5","0","10.65"
"2021","0","20","2021","5","1","0","6","2","0","1","1","1","2","100","0","0","0","42","4","20","5","1","1","0","0","81","250000","21","8","2","1","5","5","14.55"
"2019","0","25","2018","11","0","0","3","3","0","1","1","2","1","100","1","0","0","7","1","9","5","0","0","0","0","143","255000","25","7","2","3","5","0","7.15"
"2019","1","25","2017","11","0","0","2","1","0","1","0","5","0","86","0","0","0","26","3","9","4","0","1","0","0","145","300000","23","8","3","1","7","0","9.90"
"2020","1","23","2019","9","1","0","1","2","0","1","1","5","0","100","0","0","1","52","1","9","4","0","1","0","0","103","10000","24","10","4","1","7","0","14.55"
"2020","0","22","2019","11","1","0","2","1","0","1","1","3","1","95","0","0","1","42","1","9","5","0","1","0","0","128","25000","26","9","4","1","7","0","12.50"
"2023","0","21","2022","2","0","0","5","5","0","1","1","5","1","100","0","0","0","42","3","17","5","1","1","0","0","28","25000","18","7","2","3","3","15","14.25"
"2020","0","24","2019","9","0","0","5","1","0","1","1","6","0","90","0","0","0","26","2","13","5","1","1","1","1","60","28000","19","7","3","3","4","15","11.00"
"2020","1","25","2019","10","1","0","3","1","1","1","1","5","2","99","0","0","1","26","3","17","4","1","0","0","0","105","30000","25","9","5","1","6","0","12.40"
"2020","0","23","2019","10","0","0","4","1","0","1","1","3","1","98","0","0","0","26","2","13","5","0","0","0","0","138","30000","23","8","3","1","6","35","14.35"
"2022","1","22","2020","5","1","0","2","2","0","1","0","4","1","99","0","0","1","42","2","13","5","0","1","0","0","54","30000","20","9","4","1","4","0","12.80"
"2021","0","20","2020","7","0","0","4","2","0","1","1","7","1","100","0","0","1","2","1","13","4","0","1","0","0","109","30000","22","8","3","1","7","15","11.55"
"2018","1","25","2018","11","0","0","3","1","0","1","1","3","0","100","0","1","1","7","2","9","3","0","1","0","0","143","32000","24","8","3","1","7","15","12.25"
"2022","0","19","2021","7","0","0","4","2","1","1","1","5","1","90","0","0","1","2","2","13","4","1","1","1","0","100","34000","20","8","4","1","5","15","10.45"
"2019","1","24","2018","11","0","0","3","2","0","1","1","3","1","65","1","0","0","7","2","9","5","1","1","1","0","144","37000","22","8","4","1","5","15","12.25"
"2020","0","20","2020","11","0","0","2","2","1","1","1","3","1","72","0","0","0","7","4","9","3","0","1","0","0","143","37000","23","9","3","1","7","15","13.35"
"2022","1","21","2021","6","0","0","2","2","0","1","1","3","2","42","0","0","1","7","3","9","5","0","0","1","0","97","37000","16","8","3","2","3","25","9.45"
"2021","0","20","2020","8","0","0","2","2","1","1","0","3","0","68","0","0","0","52","4","17","3","1","1","0","0","90","38000","19","9","4","1","5","15","13.35"
"2022","0","22","2021","5","1","0","2","2","0","1","1","2","1","47","1","0","0","7","2","9","5","0","0","0","0","68","39000","16","9","3","2","3","0","13.70"
"2018","0","22","2017","10","0","0","3","2","1","1","1","8","2","90","1","0","1","42","2","20","5","0","1","0","0","123","40000","24","8","3","1","7","15","8.05"
"2018","0","24","2018","11","0","0","4","2","0","1","1","2","1","86","1","1","0","7","4","9","4","0","0","0","0","144","40000","23","7","2","3","5","25","12.70"
"2020","1","21","2020","10","0","0","2","3","0","1","1","3","1","79","1","0","1","7","2","9","4","0","0","0","0","139","40000","24","8","3","1","6","25","7.30"
"2020","1","20","2020","10","1","0","2","2","0","1","1","2","1","100","0","0","0","26","4","13","4","0","0","0","0","138","40000","25","9","3","1","6","0","13.25"
"2021","0","21","2020","9","0","0","3","2","1","1","1","3","2","46","0","0","0","2","2","9","5","1","0","0","0","124","42000","20","7","3","3","5","25","9.40"
"2022","0","21","2021","6","1","0","2","1","0","1","1","3","2","78","1","0","1","42","1","20","3","1","1","0","0","77","42000","20","9","5","1","5","0","13.85"
"2020","1","20","2020","5","0","0","4","2","1","1","1","6","1","90","0","0","0","22","2","17","5","0","0","0","0","66","45000","17","7","2","2","3","0","9.90"
"2022","1","22","2021","5","0","0","2","1","1","1","1","3","0","23","0","0","1","26","4","13","4","0","0","0","0","72","45000","14","8","3","2","3","0","9.05"
"2021","0","20","2020","9","0","0","2","3","0","1","1","3","2","55","0","0","1","26","1","13","4","0","0","0","0","125","46000","21","9","3","1","6","25","14.35"
"2022","1","20","2021","4","0","0","2","2","0","1","1","4","1","100","0","0","1","26","8","17","5","0","1","0","0","27","46000","16","8","4","2","4","15","8.80"
"2022","0","21","2021","7","0","0","3","2","0","1","1","2","1","32","0","0","0","2","2","9","5","1","0","0","0","109","47000","17","8","3","2","3","25","11.70"
"2021","0","20","2019","9","0","0","5","2","0","1","1","5","1","100","0","0","1","2","1","13","5","0","0","0","0","132","48000","24","8","2","1","6","25","10.35"
"2020","1","23","2019","10","0","0","2","3","1","1","1","2","1","89","0","0","0","26","4","13","4","0","1","1","0","132","48000","22","8","3","1","7","15","12.25"
"2020","1","20","2020","11","0","1","5","1","0","1","1","3","1","68","1","0","1","26","2","13","5","0","0","0","0","135","48000","24","8","2","1","6","25","13.30"
"2020","0","23","2019","11","1","0","6","3","0","1","1","2","1","100","0","0","0","7","4","9","4","0","1","0","0","144","49000","29","7","2","3","5","0","13.85"
"2022","0","21","2021","6","0","0","5","3","1","1","1","3","0","100","1","0","0","26","2","13","5","0","1","0","0","75","49000","20","8","2","1","5","15","13.15"
"2020","1","23","2018","8","1","0","3","3","1","1","1","2","2","80","0","0","0","7","2","20","4","1","1","0","0","135","50000","23","8","3","1","5","0","14.05"
"2021","0","21","2019","6","0","0","2","1","0","1","1","3","1","100","0","0","1","42","1","9","5","0","1","0","0","56","50000","18","9","4","1","4","15","12.20"
"2021","1","23","2019","7","0","0","1","1","1","1","1","5","2","70","0","0","1","7","5","13","5","1","1","0","0","66","50000","18","9","5","1","4","15","12.50"
"2021","0","21","2020","7","0","0","2","3","0","1","1","6","2","100","0","0","1","42","1","20","4","1","1","0","0","112","50000","21","9","5","1","5","15","12.75"
"2022","0","20","2021","5","0","0","3","2","0","1","1","5","0","100","0","0","1","42","2","20","5","0","1","0","0","79","50000","19","8","3","1","5","15","11.10"
"2021","0","20","2020","9","0","0","3","3","0","1","1","3","0","100","0","0","1","52","2","17","5","1","1","0","0","108","53000","24","9","4","1","5","15","12.80"
"2020","0","23","2019","8","0","0","3","2","0","1","1","7","1","100","0","0","0","42","2","17","5","0","1","0","0","121","55000","21","8","3","1","7","15","9.95"
"2020","0","24","2019","11","0","0","3","2","0","1","1","2","1","34","0","0","1","26","1","13","3","0","1","0","0","143","55000","22","7","2","3","5","15","7.80"
"2020","0","21","2019","11","0","0","4","3","0","1","1","2","2","79","0","0","1","2","2","9","4","0","0","0","0","143","55000","26","8","2","1","6","0","13.35"
"2020","0","20","2020","9","0","0","4","2","0","1","0","6","2","100","0","0","0","2","2","17","5","1","1","0","0","138","55000","23","8","3","1","5","15","11.55"
"2020","1","24","2019","11","0","0","2","2","0","1","1","3","1","76","1","0","1","26","4","13","3","1","1","0","0","143","56000","24","8","4","1","5","15","6.30"
"2019","0","25","2018","11","0","0","1","2","1","1","1","4","0","66","0","0","1","26","4","13","5","1","1","0","0","143","57000","23","8","5","1","5","15","7.75"
"2021","0","20","2020","9","0","0","2","3","0","1","1","2","2","100","1","0","0","42","4","20","4","1","0","0","0","129","59000","23","8","4","1","6","0","13.20"
"2021","1","20","2020","10","0","0","1","2","0","1","1","2","2","100","1","0","0","42","2","20","4","1","0","0","0","134","59000","23","9","5","1","6","0","13.80"
"2020","1","25","2018","8","0","0","4","2","0","1","1","7","0","88","0","0","0","7","1","9","5","1","0","0","0","99","60000","21","7","3","3","5","0","8.10"
"2020","0","23","2019","11","1","0","2","2","1","1","1","4","0","80","0","0","0","26","2","17","5","1","1","0","0","109","60000","24","9","4","1","5","0","14.40"
"2021","0","23","2019","5","0","0","3","2","0","1","1","6","1","90","1","0","1","42","4","17","4","1","1","0","0","130","60000","19","9","4","1","5","0","13.05"
"2021","0","23","2019","7","1","0","1","2","0","1","1","2","1","100","0","0","1","26","2","1","5","1","1","0","0","66","60000","21","10","5","1","4","0","14.25"
"2019","1","23","2019","12","0","0","5","2","0","1","0","10","2","100","0","0","0","26","1","15","5","0","1","0","0","111","60000","26","8","2","1","7","0","10.95"
"2021","0","22","2019","7","0","0","2","2","0","1","1","4","1","60","1","0","1","26","2","17","5","1","0","0","0","97","60000","19","8","4","1","5","0","9.50"
"2020","0","21","2019","8","0","0","5","2","1","1","1","7","2","75","0","0","0","26","3","13","5","1","0","1","0","117","60000","20","6","2","3","5","0","9.45"
"2021","0","21","2019","10","0","0","1","3","0","1","1","10","2","100","0","0","1","52","1","17","4","0","0","0","0","136","60000","24","9","4","1","6","0","13.85"
"2021","1","22","2020","6","0","0","2","1","0","1","1","8","1","95","0","0","0","42","1","9","5","1","1","1","0","61","60000","16","7","4","2","4","0","7.00"
"2021","0","20","2020","6","1","0","5","3","0","1","1","4","2","50","0","0","0","22","1","20","5","0","0","0","0","68","60000","20","6","2","3","4","0","8.80"
"2021","0","20","2021","7","1","0","5","3","0","1","1","2","2","100","0","0","1","26","1","13","3","0","1","0","0","102","60000","25","8","2","1","7","0","13.30"
"2021","1","20","2020","9","0","0","2","2","0","1","1","2","1","35","1","0","1","42","1","20","5","0","1","0","0","107","62000","19","8","3","1","5","0","7.80"
"2022","0","20","2021","5","0","0","3","2","0","1","1","3","1","100","0","0","1","26","4","13","3","0","1","0","0","61","62000","18","9","3","1","4","0","14.35"
"2019","1","24","2019","10","1","0","4","1","0","1","1","7","1","87","1","0","0","7","3","9","5","0","0","0","0","129","64000","24","8","2","1","6","0","10.45"
"2021","0","20","2020","9","0","0","5","2","1","1","1","2","2","86","0","0","1","2","2","9","5","1","0","0","0","120","64000","23","7","3","3","5","0","7.80"
"2020","0","21","2020","10","1","0","7","3","0","1","1","3","1","100","0","0","0","26","2","13","3","0","1","1","0","138","65000","28","7","2","3","5","5","13.90"
"2021","1","20","2020","9","0","0","1","1","0","1","1","2","1","67","0","0","1","7","2","9","3","1","1","0","0","103","65000","20","9","5","1","5","0","12.25"
"2022","0","19","2022","3","0","0","3","1","0","1","1","3","2","95","0","0","0","22","1","13","5","0","0","0","0","35","65000","14","9","3","2","3","0","13.90"
"2019","1","24","2018","11","0","0","5","2","0","1","1","3","1","100","0","0","1","52","2","17","4","0","0","1","0","143","66000","25","7","2","3","5","0","8.35"
"2020","1","22","2019","10","0","0","2","2","0","1","0","9","2","100","0","0","0","42","4","17","4","1","0","0","0","134","66000","23","8","4","1","6","0","7.75"
"2023","0","19","2021","2","0","0","2","2","1","1","1","10","2","77","0","0","0","22","2","17","4","0","1","0","0","35","66000","12","8","3","2","4","0","9.35"
"2022","1","21","2021","5","0","0","4","2","0","1","1","2","2","85","0","0","0","52","4","17","4","1","0","0","0","65","66000","17","7","3","2","3","0","7.80"
"2021","0","23","2019","7","0","0","2","2","1","1","1","6","1","100","0","0","1","42","1","13","4","0","1","0","0","66","67000","20","9","4","1","4","0","13.50"
"2021","0","20","2020","9","0","0","2","2","0","1","0","2","1","89","1","0","1","26","4","13","5","0","1","0","0","113","67000","22","9","4","1","7","0","13.80"
"2021","1","22","2021","8","0","0","2","2","0","1","1","3","1","68","1","0","0","7","4","9","5","1","0","0","0","88","67000","19","7","4","3","5","0","7.25"
"2020","1","20","2020","8","0","0","5","3","1","1","1","6","2","90","0","0","0","42","2","20","3","1","1","0","0","77","68000","22","7","2","3","5","0","7.75"
"2021","1","20","2020","9","0","0","2","3","0","1","1","2","1","87","0","0","0","26","4","13","5","0","0","0","0","101","68000","21","8","3","1","6","0","13.35"
"2021","0","21","2020","9","0","0","2","2","0","1","1","3","2","86","0","0","1","2","1","9","5","1","0","1","0","119","68000","21","9","5","1","6","0","14.30"
"2020","0","22","2018","6","0","0","4","3","0","1","1","2","1","80","0","0","0","7","3","20","5","0","1","1","0","59","70000","17","7","2","2","4","0","10.15"
"2019","0","22","2018","10","0","0","4","2","0","1","1","7","2","95","0","0","0","26","2","17","4","0","1","0","0","140","70000","24","8","2","1","7","0","11.55"
"2021","0","22","2019","8","1","0","4","3","0","1","0","3","2","100","0","0","0","26","3","13","5","1","0","0","0","109","70000","24","8","3","1","6","0","13.30"
"2022","0","20","2021","5","0","0","6","2","1","1","1","3","1","100","0","0","0","42","2","17","4","0","1","0","0","87","70000","19","7","2","3","5","0","10.55"
"2022","1","19","2021","5","0","0","3","3","0","1","1","3","1","100","0","0","0","26","4","13","5","0","1","0","0","77","70000","18","7","2","3","5","0","8.35"
"2019","1","23","2019","11","1","0","3","2","0","1","1","5","2","97","0","0","1","42","3","20","5","1","0","0","0","139","71000","27","9","4","1","6","0","12.00"
"2021","0","21","2020","3","0","0","3","2","1","1","1","10","0","30","1","0","0","22","1","13","5","0","1","0","0","34","73000","11","7","2","2","4","0","7.75"
"2022","0","20","2020","5","1","0","5","2","1","1","1","9","1","90","0","0","1","7","1","9","5","1","0","0","0","72","73000","21","8","3","1","6","0","12.75"
"2021","1","20","2021","9","0","0","1","4","0","1","1","3","1","87","1","0","1","52","4","17","4","1","1","0","0","123","74000","22","9","5","1","5","0","12.25"
"2019","1","21","2019","11","1","0","6","4","0","1","1","2","2","100","0","0","1","42","3","20","5","0","0","0","0","139","75000","31","8","2","1","6","0","13.85"
"2021","0","20","2020","8","0","0","3","1","0","1","1","3","1","100","0","0","0","42","2","20","5","1","0","0","0","95","75000","20","8","4","1","5","0","12.65"
"2022","0","19","2021","6","0","0","3","1","1","1","1","3","1","43","1","0","1","22","2","9","4","1","0","1","0","73","75000","15","7","4","2","3","0","8.25"
"2021","0","19","2020","4","0","0","3","1","1","1","1","9","0","70","0","0","0","2","3","13","4","0","0","1","0","46","77000","13","8","3","2","3","0","11.60"
"2020","0","20","2020","11","0","0","1","3","0","1","1","2","1","76","0","0","0","42","2","20","3","1","1","0","0","144","77000","23","9","4","1","5","0","13.05"
"2020","1","20","2020","11","0","0","2","1","1","1","1","3","1","54","1","0","0","42","4","20","5","1","1","0","0","143","77000","22","8","4","1","5","0","7.75"
"2021","1","19","2021","4","0","0","4","2","1","1","1","8","1","100","0","0","1","22","2","9","5","1","1","0","0","45","77000","17","8","4","2","4","0","11.15"
"2018","1","25","2017","12","0","0","1","3","1","1","1","3","2","60","1","0","1","42","3","17","4","1","0","0","0","122","78000","23","9","5","1","6","0","12.25"
"2020","0","22","2017","11","0","0","1","1","1","1","1","3","1","90","0","0","0","26","1","1","3","0","1","1","0","132","78000","22","8","4","1","7","0","10.55"
"2020","1","24","2019","10","0","0","3","2","0","1","1","5","1","77","0","0","0","2","1","9","5","0","0","0","0","132","78000","22","7","2","3","5","0","7.95"
"2019","1","25","2019","11","0","0","5","1","0","1","1","3","2","100","1","0","0","52","4","17","4","1","1","0","0","143","78000","24","8","3","1","5","0","12.80"
"2021","1","20","2020","6","0","0","6","3","1","1","0","3","2","100","0","0","0","26","1","9","5","1","0","0","0","97","78000","21","7","2","3","5","0","13.80"
"2021","1","21","2020","9","0","0","2","3","0","1","1","3","1","100","0","0","1","52","4","17","5","1","0","0","0","124","78000","23","9","5","1","6","0","13.80"
"2021","1","20","2020","8","0","0","3","3","0","1","0","2","1","100","0","0","0","7","4","9","5","0","0","0","0","98","79000","21","8","3","1","6","0","13.05"
"2020","0","20","2020","11","1","0","1","3","0","1","1","3","0","100","0","0","0","42","4","20","4","0","1","0","0","143","79000","26","9","4","1","7","5","13.75"
"2020","1","21","2019","10","1","0","2","3","0","1","1","3","0","90","0","1","0","42","3","9","4","1","1","0","0","125","80000","23","7","3","3","5","5","9.90"
"2020","1","20","2019","9","1","0","6","4","0","1","1","3","2","100","0","0","0","42","3","20","5","0","1","0","0","125","80000","28","7","2","3","5","5","13.85"
"2022","1","21","2021","5","0","0","2","2","0","1","1","5","1","78","0","0","1","2","2","13","5","1","1","0","0","71","80000","17","8","4","2","4","0","8.95"
"2022","0","21","2021","6","0","0","3","2","1","1","1","2","1","100","1","0","0","2","2","17","5","0","0","0","0","74","80000","18","8","3","1","5","0","9.40"
"2020","1","21","2020","8","0","0","3","1","1","1","1","7","1","71","0","0","0","22","1","17","4","1","0","1","0","109","81000","18","8","4","1","5","0","11.90"
"2021","1","20","2020","9","0","0","4","2","1","1","1","5","1","100","0","0","1","52","1","17","4","0","0","0","0","113","83000","24","8","3","1","6","0","10.40"
"2022","0","21","2021","4","0","0","5","2","1","1","1","7","1","70","0","0","0","42","1","13","4","0","1","0","0","56","86000","16","7","2","2","4","0","9.45"
"2021","1","20","2019","6","0","0","2","1","1","1","1","5","2","31","1","1","1","42","1","17","3","1","1","0","0","139","87000","15","7","3","2","4","0","6.05"
"2020","1","20","2019","8","0","0","3","2","0","1","1","6","1","60","0","0","1","22","2","17","5","1","0","0","0","117","87000","20","8","4","1","5","0","9.05"
"2022","1","20","2021","8","0","0","5","3","0","1","1","8","2","100","0","0","1","42","3","20","5","1","0","1","0","124","87000","23","7","3","3","5","0","12.25"
"2018","1","25","2018","11","0","0","2","2","0","1","1","2","1","100","0","0","1","52","2","17","3","1","1","0","0","143","88000","25","8","5","1","5","0","7.80"
"2020","0","25","2019","11","0","0","3","1","0","1","1","3","2","100","1","0","0","52","2","17","5","1","0","0","0","143","88000","24","8","4","1","6","0","8.00"
"2020","0","20","2020","11","0","0","2","2","1","1","1","3","2","56","1","0","0","42","2","20","4","0","0","0","0","144","88000","22","8","3","1","6","0","9.05"
"2021","0","20","2021","7","0","0","3","3","0","1","1","2","1","100","1","0","1","2","5","17","3","0","1","0","0","96","88000","22","8","3","1","7","0","8.80"
"2020","0","21","2020","10","0","0","2","1","0","1","1","2","0","86","1","0","1","2","4","9","5","0","0","0","0","135","89000","23","8","4","1","6","0","7.85"
"2020","1","24","2019","10","0","0","3","2","0","1","1","5","2","100","0","0","0","26","2","13","5","1","0","0","0","85","90000","22","8","4","1","6","0","10.25"
"2021","1","20","2020","9","0","0","3","2","0","1","1","1","2","67","1","0","0","42","2","20","5","0","1","0","0","130","90000","21","8","3","1","7","0","11.90"
"2021","0","20","2020","8","0","0","2","2","0","1","0","2","2","100","1","0","0","42","1","20","4","1","1","0","0","93","90000","20","9","4","1","5","0","13.35"
"2022","1","22","2021","6","0","0","3","1","0","1","1","2","1","100","0","0","1","52","2","17","5","0","0","0","0","71","90000","19","8","3","1","5","0","7.80"
"2021","1","20","2020","9","0","0","2","2","0","1","1","3","2","100","1","0","1","26","1","13","4","1","1","0","0","109","94000","23","8","5","1","5","0","9.55"
"2020","1","24","2017","9","0","0","3","2","1","1","1","2","1","70","1","0","0","26","2","20","4","1","1","1","0","113","95000","20","7","3","3","5","0","9.45"
"2021","0","20","2019","7","0","0","4","2","0","1","1","6","2","100","0","0","0","52","1","20","5","0","1","0","0","109","95000","21","8","2","1","7","0","13.80"
"2020","0","23","2019","11","0","0","3","1","0","1","1","3","1","100","1","0","0","42","2","17","4","1","0","0","0","144","96000","24","9","4","1","6","0","13.80"
"2022","1","20","2021","6","1","0","5","3","0","1","1","2","2","76","1","0","0","42","1","20","4","1","0","0","0","78","97000","21","8","2","1","6","0","13.50"
"2019","1","22","2019","11","0","1","2","1","0","1","1","3","1","100","0","0","0","42","2","20","5","0","1","0","0","143","98000","24","9","4","1","7","0","12.80"
"2022","1","20","2020","5","0","0","1","1","1","1","1","2","1","78","1","0","1","26","1","13","4","0","1","0","0","71","98000","16","9","4","2","4","0","9.05"
"2020","1","24","2018","8","0","0","2","2","0","1","1","8","0","98","0","0","0","26","3","13","5","0","1","1","0","76","100000","19","8","3","1","5","0","12.65"
"2019","0","23","2019","5","0","0","2","1","0","1","1","7","0","90","1","0","1","26","2","13","5","1","0","0","0","84","100000","18","9","5","1","5","0","12.70"
"2019","0","22","2019","6","0","0","4","2","0","1","1","4","1","80","0","0","1","42","1","17","5","1","1","0","0","16","100000","17","8","4","2","4","0","12.25"
"2020","0","21","2020","8","1","1","8","3","0","1","1","2","2","100","0","0","0","26","4","20","5","0","1","0","0","97","100000","26","7","2","1","7","5","14.55"
"2022","1","20","2021","6","0","0","1","2","0","1","1","2","1","54","0","0","1","26","4","13","3","1","1","0","0","78","100000","16","9","5","2","4","0","13.35"
"2019","0","22","2018","11","0","0","5","3","0","1","1","8","1","77","0","0","1","22","2","17","5","0","0","0","0","144","110000","26","8","2","1","6","0","11.65"
"2021","1","24","2019","10","0","0","1","2","1","1","1","3","0","100","1","0","0","26","4","13","3","1","1","0","0","140","110000","23","9","5","1","5","0","14.35"
"2020","0","20","2020","10","0","0","3","2","1","1","0","9","2","100","0","0","0","2","4","13","4","1","0","0","0","119","110000","23","8","4","1","6","0","10.45"
"2020","0","25","2018","9","0","0","2","3","1","1","1","3","1","77","1","0","1","26","2","13","3","1","1","0","0","124","112000","22","8","4","1","5","0","8.35"
"2022","0","20","2021","5","0","0","1","1","1","1","1","10","1","45","1","0","0","7","1","9","4","1","1","0","0","75","112000","14","7","4","2","4","0","5.75"
"2022","0","21","2021","5","0","0","2","2","0","1","1","3","2","100","1","0","1","52","4","17","3","0","1","0","0","68","113000","18","9","4","1","4","0","12.80"
"2021","1","20","2020","7","0","0","3","2","0","1","0","3","0","100","0","0","0","42","3","17","5","0","0","0","0","88","120000","20","8","3","1","5","0","9.95"
"2023","0","19","2021","2","1","0","6","4","0","1","1","4","1","100","0","1","0","7","3","9","5","1","0","0","0","29","120000","18","6","2","3","3","0","13.90"
"2020","1","20","2019","10","0","0","3","2","0","1","1","7","1","100","0","0","0","7","1","13","4","1","0","0","0","137","122000","24","8","4","1","6","0","11.05"
"2020","1","20","2020","11","0","0","3","3","0","1","1","3","2","100","0","0","0","2","1","9","4","0","0","0","0","143","122000","25","7","2","3","5","0","7.30"
"2020","1","20","2020","10","1","0","2","2","0","1","1","2","1","64","1","0","0","26","4","13","5","0","0","1","0","136","127000","22","8","3","1","6","0","13.35"
"2020","1","21","2018","9","0","0","5","3","1","1","0","7","1","100","0","0","1","26","2","13","5","0","0","0","0","123","130000","25","8","2","1","6","0","11.60"
"2022","0","21","2020","4","0","0","4","2","0","1","1","7","1","79","0","0","0","2","3","13","3","1","1","0","0","59","133000","16","8","3","2","4","0","11.10"
"2022","0","20","2020","3","0","0","4","2","0","1","1","7","1","80","0","0","1","42","1","20","5","0","0","0","0","29","140000","15","8","2","2","3","0","9.40"
"2020","1","20","2020","10","0","0","2","1","1","1","1","3","0","73","1","0","0","26","2","13","3","0","0","0","0","135","140000","21","8","3","1","6","0","7.25"
"2020","1","25","2018","9","0","0","3","1","0","1","1","2","2","87","1","0","0","26","4","13","5","1","1","0","0","121","144000","21","7","4","3","5","0","7.70"
"2021","1","20","2020","8","0","0","3","3","0","1","1","3","1","100","0","0","1","26","1","13","5","1","1","0","0","89","145000","22","9","4","1","5","0","13.90"
"2019","1","21","2018","11","0","0","2","2","0","1","1","3","1","80","0","0","0","42","4","20","5","0","0","0","0","139","150000","23","8","3","1","6","0","10.50"
"2020","1","24","2019","11","0","0","5","3","0","1","0","2","2","100","1","0","1","26","1","13","5","0","1","0","0","144","150000","28","8","2","1","7","0","12.85"
"2022","0","19","2021","4","0","0","2","2","0","1","1","4","1","100","0","0","0","2","1","17","4","1","1","0","0","68","155000","16","9","4","2","4","0","12.20"
"2019","1","23","2019","10","0","0","3","1","1","1","1","2","0","78","1","1","0","26","1","13","3","0","1","0","0","139","160000","20","7","2","3","5","0","8.35"
"2021","0","21","2020","6","0","0","3","3","1","1","1","5","2","100","0","0","0","2","1","13","4","1","0","0","0","92","165000","20","7","3","3","5","0","7.75"
"2021","0","20","2020","9","0","0","2","1","0","1","1","2","1","100","1","0","0","7","1","9","5","1","1","1","0","103","165000","20","8","5","1","5","0","11.70"
"2021","1","20","2020","7","0","0","2","1","0","1","1","6","0","80","1","0","0","52","2","13","5","1","1","0","0","90","169000","18","8","4","1","5","0","7.70"
"2020","1","21","2020","5","0","0","4","3","0","1","1","5","0","70","0","0","1","52","2","17","4","0","1","0","0","71","170000","18","8","2","1","5","0","10.00"
"2020","0","21","2018","9","0","0","2","1","1","1","1","10","1","50","1","0","1","7","2","13","4","0","1","0","0","105","200000","20","8","3","1","5","0","6.75"
"2020","0","20","2019","7","0","0","6","5","0","1","1","3","0","100","0","0","1","42","4","17","5","0","1","0","1","70","200000","24","7","2","3","4","0","13.20"
"2020","0","22","2019","9","0","0","3","4","0","1","1","8","1","50","1","0","0","7","1","20","4","0","0","0","0","95","200000","20","7","2","3","5","0","8.50"
"2020","0","22","2019","10","0","0","3","2","1","1","1","7","1","88","0","0","0","52","5","15","4","0","1","0","0","125","200000","23","9","3","1","7","0","14.50"
"2020","0","21","2020","10","0","0","5","2","0","1","1","6","2","80","0","0","1","42","3","20","5","0","0","0","0","99","200000","23","8","2","1","6","0","9.50"
"2020","1","22","2019","10","0","0","3","2","0","1","1","9","1","75","0","0","0","7","2","13","5","0","0","0","0","126","250000","22","8","2","1","6","0","10.05"
"2021","0","20","2021","7","1","0","5","4","0","1","1","2","2","100","0","0","1","42","4","20","5","0","1","0","0","104","277000","26","8","2","1","7","5","11.65"
"2020","1","20","2020","7","1","1","6","2","1","1","1","4","2","70","0","0","0","42","3","17","5","0","1","0","0","30","20000","20","6","2","1","4","0","8.00"
"2020","1","23","2019","11","1","1","4","2","1","1","1","3","1","96","0","0","0","26","3","9","5","0","1","0","0","140","30000","27","8","2","1","7","0","13.35"
"2022","1","21","2021","5","0","1","2","1","1","1","1","1","1","95","0","0","1","52","4","17","5","1","0","0","0","18","30000","16","8","5","1","4","0","5.25"
"2022","0","21","2021","6","0","1","7","2","0","1","0","3","2","100","1","0","1","42","2","20","4","1","0","0","0","88","32000","21","7","2","1","6","25","7.35"
"2022","1","23","2020","5","0","1","2","2","0","1","1","1","0","100","1","0","1","42","3","17","5","1","0","0","1","14","35000","16","7","4","1","4","0","7.90"
"2021","1","23","2020","5","0","1","6","2","0","1","1","4","0","90","0","0","0","52","5","17","5","1","0","0","0","40","35000","17","7","2","1","4","0","12.25"
"2021","1","19","2021","8","0","1","3","3","1","1","1","2","2","89","0","0","0","7","4","9","5","0","1","0","0","136","35000","22","7","2","1","7","15","9.35"
"2020","1","21","2019","9","0","1","3","2","1","1","1","8","1","70","0","0","0","42","1","17","5","0","1","0","0","128","37000","21","8","3","1","7","15","11.65"
"2020","1","24","2019","11","0","1","1","3","0","1","1","2","2","100","1","0","0","7","2","9","4","0","0","0","0","144","37000","24","9","4","1","6","35","14.50"
